wavelength_nm,R_0deg,T_0deg,R_30deg,T_30deg,R_45deg,T_45deg,R_60deg,T_60deg
834.0,0.485624,0.420116,0.501826,0.406070,0.527659,0.384260,0.582134,0.338571
836.0,0.488266,0.417538,0.504362,0.403599,0.529978,0.382005,0.583958,0.336804
838.0,0.490893,0.414976,0.506883,0.401144,0.532281,0.379766,0.585767,0.335051
840.0,0.493505,0.412432,0.509387,0.398706,0.534569,0.377542,0.587563,0.333311
842.0,0.496101,0.409904,0.511876,0.396284,0.536841,0.375335,0.589345,0.331585
844.0,0.498681,0.407393,0.514350,0.393879,0.539098,0.373143,0.591113,0.329871
846.0,0.501246,0.404898,0.516808,0.391491,0.541340,0.370967,0.592867,0.328171
848.0,0.503796,0.402420,0.519250,0.389118,0.543566,0.368807,0.594608,0.326484
850.0,0.506330,0.399959,0.521676,0.386763,0.545777,0.366662,0.596336,0.324809
852.0,0.508848,0.397514,0.524087,0.384423,0.547973,0.364533,0.598050,0.323147
854.0,0.511351,0.395085,0.526483,0.382100,0.550154,0.362419,0.599751,0.321498
856.0,0.513838,0.392674,0.528862,0.379793,0.552320,0.360320,0.601439,0.319861
858.0,0.516310,0.390278,0.531227,0.377503,0.554471,0.358236,0.603113,0.318237
860.0,0.518766,0.387899,0.533576,0.375228,0.556607,0.356168,0.604775,0.316624
862.0,0.521207,0.385536,0.535909,0.372969,0.558728,0.354114,0.606424,0.315024
864.0,0.523633,0.383190,0.538228,0.370727,0.560834,0.352076,0.608061,0.313436
866.0,0.526043,0.380860,0.540531,0.368500,0.562926,0.350052,0.609685,0.311860
868.0,0.528437,0.378545,0.542818,0.366289,0.565003,0.348043,0.611296,0.310296
870.0,0.530817,0.376247,0.545091,0.364094,0.567065,0.346049,0.612895,0.308744
872.0,0.533181,0.373965,0.547348,0.361914,0.569113,0.344070,0.614482,0.307203
874.0,0.535530,0.371700,0.549590,0.359751,0.571147,0.342104,0.616057,0.305674
876.0,0.537863,0.369449,0.551817,0.357602,0.573167,0.340154,0.617620,0.304156
878.0,0.540181,0.367215,0.554030,0.355469,0.575172,0.338217,0.619171,0.302649
880.0,0.542485,0.364997,0.556227,0.353352,0.577163,0.336295,0.620709,0.301154
882.0,0.544773,0.362794,0.558409,0.351249,0.579140,0.334387,0.622237,0.299670
884.0,0.547046,0.360607,0.560577,0.349162,0.581103,0.332493,0.623752,0.298197
886.0,0.549304,0.358436,0.562730,0.347090,0.583052,0.330612,0.625256,0.296735
888.0,0.551547,0.356280,0.564868,0.345034,0.584988,0.328746,0.626749,0.295283
890.0,0.553775,0.354139,0.566992,0.342992,0.586909,0.326893,0.628230,0.293843
892.0,0.555988,0.352014,0.569101,0.340965,0.588818,0.325054,0.629700,0.292413
894.0,0.558187,0.349904,0.571195,0.338952,0.590712,0.323229,0.631160,0.290993
896.0,0.560371,0.347810,0.573276,0.336955,0.592593,0.321417,0.632608,0.289584
898.0,0.562540,0.345730,0.575341,0.334972,0.594461,0.319618,0.634045,0.288185
900.0,0.564694,0.343666,0.577393,0.333003,0.596315,0.317833,0.635471,0.286797
902.0,0.566834,0.341616,0.579430,0.331049,0.598157,0.316061,0.636886,0.285419
904.0,0.568959,0.339582,0.581454,0.329110,0.599985,0.314302,0.638291,0.284050
906.0,0.571070,0.337562,0.583463,0.327184,0.601800,0.312555,0.639686,0.282692
908.0,0.573167,0.335557,0.585458,0.325273,0.603602,0.310822,0.641070,0.281344
910.0,0.575249,0.333566,0.587440,0.323376,0.605391,0.309102,0.642443,0.280005
912.0,0.577317,0.331591,0.589407,0.321493,0.607168,0.307394,0.643807,0.278676
914.0,0.579371,0.329629,0.591361,0.319624,0.608932,0.305699,0.645160,0.277357
916.0,0.581411,0.327682,0.593301,0.317768,0.610683,0.304016,0.646503,0.276047
918.0,0.583437,0.325749,0.595228,0.315927,0.612422,0.302345,0.647836,0.274747
920.0,0.585449,0.323831,0.597141,0.314098,0.614148,0.300687,0.649160,0.273456
922.0,0.587447,0.321926,0.599041,0.312284,0.615862,0.299042,0.650473,0.272174
924.0,0.589431,0.320036,0.600927,0.310483,0.617564,0.297408,0.651777,0.270901
926.0,0.591402,0.318159,0.602801,0.308695,0.619254,0.295787,0.653071,0.269638
928.0,0.593358,0.316297,0.604660,0.306921,0.620931,0.294177,0.654356,0.268384
930.0,0.595302,0.314448,0.606507,0.305159,0.622597,0.292579,0.655631,0.267138
932.0,0.597231,0.312613,0.608341,0.303411,0.624250,0.290993,0.656897,0.265901
934.0,0.599148,0.310791,0.610162,0.301676,0.625892,0.289419,0.658154,0.264673
936.0,0.601051,0.308983,0.611970,0.299954,0.627522,0.287856,0.659401,0.263454
938.0,0.602940,0.307188,0.613765,0.298244,0.629141,0.286305,0.660640,0.262244
940.0,0.604817,0.305407,0.615548,0.296547,0.630748,0.284765,0.661869,0.261041
942.0,0.606680,0.303639,0.617318,0.294863,0.632343,0.283236,0.663089,0.259848
944.0,0.608530,0.301884,0.619075,0.293192,0.633927,0.281719,0.664301,0.258662
946.0,0.610368,0.300142,0.620820,0.291532,0.635500,0.280213,0.665504,0.257485
948.0,0.612192,0.298413,0.622553,0.289886,0.637061,0.278717,0.666698,0.256317
950.0,0.614004,0.296697,0.624273,0.288251,0.638612,0.277233,0.667883,0.255156
952.0,0.615803,0.294993,0.625981,0.286629,0.640151,0.275760,0.669060,0.254003
954.0,0.617589,0.293303,0.627677,0.285018,0.641680,0.274297,0.670229,0.252859
956.0,0.619363,0.291625,0.629361,0.283420,0.643197,0.272845,0.671389,0.251722
958.0,0.621124,0.289959,0.631033,0.281833,0.644704,0.271404,0.672540,0.250593
960.0,0.622873,0.288306,0.632693,0.280259,0.646200,0.269973,0.673684,0.249472
962.0,0.624610,0.286665,0.634342,0.278696,0.647685,0.268553,0.674819,0.248359
964.0,0.626334,0.285036,0.635979,0.277144,0.649160,0.267143,0.675947,0.247253
966.0,0.628046,0.283420,0.637604,0.275605,0.650624,0.265743,0.677066,0.246155
968.0,0.629746,0.281815,0.639217,0.274076,0.652078,0.264354,0.678177,0.245065
970.0,0.631434,0.280223,0.640819,0.272559,0.653522,0.262974,0.679281,0.243981
972.0,0.633110,0.278642,0.642410,0.271053,0.654955,0.261605,0.680377,0.242906
974.0,0.634774,0.277074,0.643989,0.269559,0.656378,0.260245,0.681465,0.241837
976.0,0.636427,0.275516,0.645557,0.268075,0.657791,0.258896,0.682545,0.240776
978.0,0.638068,0.273971,0.647114,0.266603,0.659195,0.257556,0.683618,0.239721
